id,budget,revenue,original_title,director,genres,production_companies,vote_count,release_year,budget_adj,revenue_adj
9958,5000000,3833507,Trailer Park Boys: The Movie,Mike Clattenburg,Action|Comedy,Alliance Films,17,2006,5408345.79145786,4146586.28999485
19213,8300000,0,Pledge This!,William Heins,Comedy,Paris Hilton Entertainment|Pledge This Holdings,16,2006,8977854.01382005,0.0
21847,0,0,10.5: Apocalypse,John Lafia,Drama|Thriller,Hallmark Entertainment,17,2006,0.0,0.0
18276,0,0,Hoot,Wil Shriner,Drama|Family,The Kennedy/Marshall Company|Hoot Productions LLC|Walden Media,31,2006,0.0,0.0
37609,0,0,The Cheetah Girls 2,Kenny Ortega,Comedy|Drama|Family|Music|TV Movie,Disney Channel|BrownHouse Productions,43,2006,0.0,0.0
30347,0,0,Jesse Stone: Death in Paradise,Robert Harmon,Drama|Thriller|Crime|Mystery,Brandman Productions,20,2006,0.0,0.0
26518,300000,0,Old Joy,Kelly Reichardt,Drama,Film Science|Washington Square Films|Van Hoy/Knudsen Productions,16,2006,324500.747487471,0.0
16083,8000000,382267,First Snow,Mark Fergus,Drama|Thriller,Yari Film Group|Furst Films,15,2006,8653353.26633258,413486.424132644
12586,0,0,Bella,Alejandro Monteverde,Drama|Romance,"Mpower Pictures|Metanoia Films|Burnside Entertainment|Bella Productions|One Media, The",22,2006,0.0,0.0
14799,12000000,5542025,For Your Consideration,Christopher Guest,Comedy|Drama,Shangri-La Entertainment,18,2006,12980029.8994988,5994637.51698085
51851,0,0,Changement d'adresse,Emmanuel Mouret,Comedy|Romance,Moby Dick Films,11,2006,0.0,0.0
14137,0,0,Beer League,Frank Sebastiano,Comedy,Identity Films|CKRush Entertainment,12,2006,0.0,0.0
12713,0,0,L'Ivresse du pouvoir,Claude Chabrol,Drama,Angoa-Agicoa|Procirep|Integral Film|Canal+|CinÃ©CinÃ©ma,11,2006,0.0,0.0
13569,0,0,Thr3e,Robby Henson,Drama|Horror|Thriller,MovieRoom Productions,10,2006,0.0,0.0
13209,2500,0,Offside,Jafar Panahi,Drama|Comedy|Foreign,Jafar Panahi Film Productions,12,2006,2704.17289572893,0.0
13713,0,0,Jean-Philippe,Laurent Tuel,Comedy,FidÃ©litÃ© Productions|StudioCanal|TF1 Films Production|Bankable,26,2006,0.0,0.0
4641,0,0,Read It and Weep,Paul Hoen,Comedy|Drama|Family|TV Movie,Salty Pictures|Just Singer Entertainment,22,2006,0.0,0.0
9695,0,0,Karla,Joel Bender,Crime|Drama|Thriller,Quantum Entertainment,13,2006,0.0,0.0
13484,79000,245000,The Foot Fist Way,Jody Hill,Comedy,Gary Sanchez Productions,19,2006,85451.8635050342,265008.943781435
1596,0,0,Population 436,Michelle MacLaren,Drama|Horror|Mystery|Thriller,Pariah Entertainment Group,24,2006,0.0,0.0
13856,1000000,7202,Special,Hal Haberman|Jeremy Passmore,Drama|Fantasy|Science Fiction,Rival Pictures,13,2006,1081669.15829157,7790.1812780159
15543,0,0,Penny Dreadful,Richard Brandes,Horror|Thriller,Brandes Films International,14,2006,0.0,0.0
11211,0,0,Bring It On: All or Nothing,Steve Rash,Comedy,Universal Studios Home Entertainment,84,2006,0.0,0.0
13816,0,0,Idlewild,Bryan Barber,Action|Crime|Drama|Music|Thriller,Atlas Entertainment|Forensic Films|HBO Films,11,2006,0.0,0.0
121506,0,0,The Protector,Chris R. Notarile,Drama|Action|Foreign,Blinky Productions,29,2006,0.0,0.0
10004,0,0,Desperation,Mick Garris,Drama|Fantasy|Horror|Thriller|Mystery,Buena Vista|Touchstone Television|Sennet Entertainment,25,2006,0.0,0.0
286,0,0,Deutschland. Ein SommermÃ¤rchen,SÃ¶nke Wortmann,Documentary,Little Shark Entertainment GmbH,10,2006,0.0,0.0
24115,0,13022756,How to Eat Fried Worms,Bob Dolman,Comedy|Drama|Family,New Line Cinema,11,2006,0.0,14086313.5211565
20605,2700000,0,ì§íŒ¨,Ryoo Seung-wan,Action|Thriller,Weyunaegang Productions,20,2006,2920506.72738724,0.0
15412,0,0,Khosla Ka Ghosla!,Dibakar Banerjee,Comedy,UTV Motion Pictures,10,2006,0.0,0.0
673,130000000,789804554,Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films|P of A Productions Limited,3550,2004,150077901.975579,911786234.115985
393,30000000,152159461,Kill Bill: Vol. 2,Quentin Tarantino,Action|Crime|Thriller,Miramax Films|A Band Apart|Super Cool ManChu,2346,2004,34633361.9943644,175659789.789346
9801,50000000,40203020,Bridget Jones: The Edge of Reason,Beeban Kidron,Comedy|Romance,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Atlantic Television,431,2004,57722269.9906074,46412191.4975558
38,20000000,72258126,Eternal Sunshine of the Spotless Mind,Michel Gondry,Science Fiction|Drama|Romance,Anonymous Content|This Is That Productions|Focus Features,2012,2004,23088907.9962429,83418061.1597466
11036,29000000,115603229,The Notebook,Nick Cassavetes,Romance|Drama,New Line Cinema,1929,2004,33478916.5945523,133457615.92248
9806,92000000,631442092,The Incredibles,Brad Bird,Action|Adventure|Animation|Family|Science Fiction,Walt Disney Pictures|Pixar Animation Studios,3064,2004,106208976.782717,728965418.357159
2502,75000000,288500217,The Bourne Supremacy,Paul Greengrass,Action|Drama|Thriller,Universal Pictures|The Kennedy/Marshall Company|Hypnotic|Motion Picture THETA Produktionsgesellschaft|Ludlum Entertainment,1966,2004,86583404.9859111,333057748.360456
652,175000000,497409852,Troy,Wolfgang Petersen,War|Adventure|Drama,Plan B Entertainment|Warner Bros.|Nimar Studios|Radiant Productions|Helena Productions,1598,2004,202027944.967126,574232515.462641
2059,100000000,347451894,National Treasure,Jon Turteltaub,Adventure|Action|Thriller|Mystery,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Junction Entertainment,1179,2004,115444539.981214,401114240.684318
2048,120000000,347234916,"I, Robot",Alex Proyas,Action|Science Fiction,Twentieth Century Fox Film Corporation|Laurence Mark Productions|Davis Entertainment|Overbrook Entertainment|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,2339,2004,138533447.977457,400863751.430357
1824,75000000,196482882,50 First Dates,Peter Segal,Comedy|Romance,Columbia Pictures Corporation|Happy Madison Productions|Anonymous Content|Flower Films (II),1235,2004,86583404.9859111,226828759.266733
10625,17000000,129042871,Mean Girls,Mark Waters,Comedy,Paramount Pictures,1357,2004,19625571.7968065,148972948.804502
7131,160000000,300257475,Van Helsing,Stephen Sommers,Horror|Adventure|Action,"Universal Pictures|Stillking Films|Sommers Company, The",918,2004,184711263.969943,346630860.772961
1487,66000000,99318987,Hellboy,Guillermo del Toro,Fantasy|Action|Science Fiction,Revolution Studios|Dark Horse Entertainment|Lawrence Gordon Productions|Starlite Films,1314,2004,76193396.3876018,114658347.656152
5255,165000000,305875730,The Polar Express,Robert Zemeckis,Animation|Adventure|Family|Fantasy,Castle Rock Entertainment|Golden Mean|Universal CGI|Shangri-La Entertainment|Playtone,867,2004,190483490.969004,353116829.412682
809,150000000,919838758,Shrek 2,Andrew Adamson|Kelly Asbury|Conrad Vernon,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,1676,2004,173166809.971822,1061903622.74202
1954,13000000,96060858,The Butterfly Effect,Eric Bress|J. Mackye Gruber,Science Fiction|Thriller,New Line Cinema|FilmEngine|Katalyst Films|BenderSpink|Province of British Columbia Production Services Tax Credit,1126,2004,15007790.1975579,110897015.620108
1577,45000000,129394835,Resident Evil: Apocalypse,Alexander Witt,Horror|Action|Science Fiction,Impact Pictures|Constantin Film Ltd.,756,2004,51950042.9915466,149379272.025202
163,110000000,362744280,Ocean's Twelve,Steven Soderbergh,Thriller|Crime,Village Roadshow Pictures|Section Eight|Jerry Weintraub Productions|Warner Bros.|WV Films III,1376,2004,126988993.979336,418768465.354169
693,80000000,516642939,Meet the Fockers,Jay Roach,Comedy|Romance,DreamWorks SKG|Universal Pictures|Everyman Pictures|Tribeca Productions,782,2004,92355631.9849719,596436064.273978
435,125000000,544272402,The Day After Tomorrow,Roland Emmerich,Action|Adventure|Science Fiction|Thriller,Lions Gate Films|Twentieth Century Fox Film Corporation|Centropolis Entertainment|Mark Gordon Productions|Mel's Cite du Cinema,1422,2004,144305674.976518,628332770.733608
2567,116000000,102000000,The Aviator,Martin Scorsese,Drama,Appian Way|Forward Pass|Cappa Productions|Warner Bros.|Initial Entertainment Group (IEG),834,2004,133915666.378209,117753430.780839
1538,65000000,217764291,Collateral,Michael Mann,Drama|Crime|Thriller,Paramount Pictures|DreamWorks SKG|Parkes/MacDonald Productions|Edge City,810,2004,75038950.9877896,251396983.988304
747,4000000,30039392,Shaun of the Dead,Edgar Wright,Horror|Comedy,Universal Pictures|Big Talk Productions|StudioCanal|Film4|Working Title Films,1413,2004,4617781.59924859,34678837.9075538
36648,65000000,128905366,Blade: Trinity,David S. Goyer,Science Fiction|Action|Horror|Thriller|Adventure,New Line Cinema|Amen Ra Films|Shawn Danielle Productions Ltd.|Imaginary Forces|Marvel Enterprises,800,2004,75038950.9877896,148814206.789801
10304,7000000,0,Starship Troopers 2: Hero of the Federation,Phil Tippett,Adventure|Horror|Action|Science Fiction,Startroop Pictures Inc.|Tippett Studio,100,2004,8081117.79868504,0.0
594,60000000,219417255,The Terminal,Steven Spielberg,Comedy|Drama,DreamWorks SKG|Amblin Entertainment|Parkes/MacDonald Productions,1131,2004,69266723.9887289,253305240.674159
11774,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,Adventure|Fantasy|Comedy|Family,Paramount Pictures|Scott Rudin Productions|Nickelodeon Movies|DreamWorks Pictures|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,747,2004,161622355.9737,241364107.692208
70,30000000,216763646,Million Dollar Baby,Clint Eastwood,Drama,Lakeshore Entertainment|Malpaso Productions|Epsilon Motion Pictures|Warner Bros.|Albert S. Ruddy Productions,1355,2004,34633361.9943644,250241793.971209
8920,50000000,200804534,Garfield,Peter Hewitt,Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Davis Entertainment,435,2004,57722269.9906074,231817870.537722
11430,0,0,The Lion King 1Â½,Bradley Raymond,Animation|Comedy|Family,Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,374,2004,0.0,0.0
10555,75000000,367275019,Shark Tale,Bibo Bergeron|Vicky Jenson|Rob Letterman,Animation|Action|Comedy|Family,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,852,2004,86583404.9859111,423998956.150469
5137,70000000,57958696,Sky Captain and the World of Tomorrow,Kerry Conran,Mystery|Action|Thriller|Science Fiction|Adventure,Paramount Pictures|Natural Nylon Entertainment|Riff Raff Film Productions|Filmauro|Blue Flower Productions,249,2004,80811177.9868504,66910149.9763107
12242,0,0,Mulan II,Darrell Rooney|Lynne Southerland,Animation|Comedy|Family|Action,Walt Disney Pictures|SD Entertainment,253,2004,0.0,0.0
11836,30000000,140161792,The SpongeBob SquarePants Movie,Stephen Hillenburg,Animation|Comedy|Family,Paramount Pictures|Nickelodeon Movies|Paramount Animation,348,2004,34633361.9943644,161809136.003827
9711,0,0,Species III,Brad Turner,Science Fiction|Action|Horror,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),41,2004,0.0,0.0
1640,6500000,98410061,Crash,Paul Haggis,Drama,Blackfriars Bridge Films|Yari Film Group|Bob Yari Productions|ApolloProScreen Filmproduktion|Bull's Eye Entertainment,675,2004,7503895.09877896,113609042.216682
8699,26000000,90574188,Anchorman: The Legend of Ron Burgundy,Adam McKay,Comedy,Apatow Productions,1002,2004,30015580.3951158,104562954.67832
10096,37000000,96455697,13 Going On 30,Gary Winick,Comedy|Fantasy|Romance,Columbia Pictures|Revolution Studios|Thirteen Productions,662,2004,42714479.7930495,111352835.687324
14442,31000000,27388767,Ella Enchanted,Tommy O'Haver,Fantasy|Comedy|Family|Romance,Miramax Films,238,2004,35787807.3941766,31618836.0696767
10591,25000000,30411183,The Girl Next Door,Luke Greenfield,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Daybreak,484,2004,28861134.9953037,35108050.3171954
11024,0,181466833,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Mystery|Fantasy|Adventure|Comedy,Mosaic Media Group|Warner Bros.,263,2004,0.0,209493550.575329
866,25000000,116766556,Finding Neverland,Marc Forster,Drama,Miramax Films|Film Colony,695,2004,28861134.9953037,134800613.426107
11247,19000000,70067909,A Cinderella Story,Mark Rosman,Comedy,Gaylord Films|Warner Bros.|Dylan Sellers Productions|Clifford Werber Productions,379,2004,21934462.5964308,80889575.2195062
395,70000000,171183863,AVP: Alien vs. Predator,Paul W.S. Anderson,Adventure|Science Fiction|Action,Impact Pictures|Studio Babelsberg|Twentieth Century Fox Film Corporation|Davis Entertainment|Stillking Films,696,2004,80811177.9868504,197622423.162423
9472,20000000,167722310,DodgeBall: A True Underdog Story,Rawson Marshall Thurber,Comedy,Twentieth Century Fox Film Corporation|Red Hour Films|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,551,2004,23088907.9962429,193626249.225367
10045,12000000,9584131,Banlieue 13,Pierre Morel,Action|Thriller|Science Fiction,Canal Plus|TF1 Films Production|EuropaCorp,351,2004,13853344.7977457,11064355.944147
1966,155000000,167298192,Alexander,Oliver Stone,War|History|Action|Adventure|Drama,France 3 CinÃ©ma|Intermedia Films|PathÃ© Renn Productions|Egmond Film & Television|Warner Bros.,519,2004,178939036.970883,193136628.151289
11282,9000000,23936908,Harold & Kumar Go to White Castle,Danny Leiner,Comedy|Adventure,New Line Cinema,414,2004,10390008.5983093,27633853.3263266
176,1200000,103911669,Saw,James Wan,Horror|Mystery|Crime,Twisted Pictures|Evolution Entertainment|Saw Productions Inc.,1135,2004,1385334.47977457,119960348.263852
558,200000000,783766341,Spider-Man 2,Sam Raimi,Action|Adventure|Fantasy,Laura Ziskin Productions|Columbia Pictures Corporation|Marvel Enterprises,2735,2004,230889079.962429,904815446.895049
9352,25000000,20796847,EuroTrip,Jeff Schaffer,Comedy,DreamWorks SKG|The Montecito Picture Company|Blue Sea Productions,376,2004,28861134.9953037,24008824.349747
9509,70000000,130293714,Man on Fire,Tony Scott,Action|Drama|Thriller|Crime,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Scott Free Productions|New Regency Pictures,1002,2004,80811177.9868504,150416978.751739
5966,42000000,171963386,Along Came Polly,John Hamburg,Comedy|Romance,Universal Pictures|Jersey Films|Loofah Productions,440,2004,48486706.7921102,198522339.90382
2288,27000000,115505027,Closer,Mike Nichols,Drama|Romance,Columbia Pictures,427,2004,31170025.794928,133344247.075328
7220,33000000,54700105,The Punisher,Jonathan Hensleigh,Action|Crime|Drama,Lions Gate Films|VIP 3 Medienfonds|Valhalla Motion Pictures|Marvel Enterprises|VIP 2 Medienfonds,402,2004,38096698.1938009,63148284.5864915
314,100000000,82102379,Catwoman,Pitof,Action|Crime,Village Roadshow Pictures|DiNovi Pictures|Warner Bros.|Frantic Films|Maple Shade Films,415,2004,115444539.981214,94782713.7501835
13673,60000000,0,Christmas with the Kranks,Joe Roth,Comedy|Family,Columbia Pictures|1492 Pictures|Revolution Studios,99,2004,69266723.9887289,0.0
27,1000000,332323,9 Songs,Michael Winterbottom,Drama|Music|Romance,Revolution Films,53,2004,1154445.39981214,383648.758601772
924,28000000,102356381,Dawn of the Dead,Zack Snyder,Fantasy|Horror|Action,New Amsterdam Entertainment|Strike Entertainment|Metropolitan Filmexport|Toho-Towa|Cruel and Unusual Films,546,2004,32324471.1947401,118164853.186869
9477,120000000,203567857,King Arthur,Antoine Fuqua,Adventure|War|History,Jerry Bruckheimer Films|World 2000 Entertainment|Touchstone Pictures|Green Hills Productions,449,2004,138533447.977457,235007976.063267
2789,105000000,115772733,The Chronicles of Riddick,David Twohy,Adventure|Action|Thriller|Science Fiction,Universal Pictures|One Race Productions|Primal Foe Productions|Radar Pictures,1118,2004,121216766.980275,133653299.03553
2539,80000000,55041367,Spanglish,James L. Brooks,Comedy,Gracie Films|Columbia Pictures Corporation,215,2004,92355631.9849719,63542252.9325222
1586,40000000,92913171,Secret Window,David Koepp,Thriller|Mystery,Columbia Pictures Corporation|Pariah Entertainment Group|Grand Slam Productions|Mel's Cite du Cinema,513,2004,46177815.9924859,107263182.842909
4836,6500000,11850214,Layer Cake,Matthew Vaughn,Drama|Thriller|Crime,Sony Pictures Classics|Marv Films,308,2004,7503895.09877896,13680425.0390895
10589,60000000,61347797,After the Sunset,Brett Ratner,Action|Comedy|Crime|Drama,New Line Cinema|Contrafilm|Firm Films,139,2004,69266723.9887289,70822682.0352595
14623,57000000,28283637,Thunderbirds,Jonathan Frakes,Action|Adventure|Comedy|Family|Fantasy,Studio Canal|Working Title Films|Tracy Films,50,2004,65803387.7892924,32651914.6246066
11130,40000000,95149435,The Princess Diaries 2: Royal Engagement,Garry Marshall,Comedy|Drama|Family|Romance,Walt Disney Pictures,386,2004,46177815.9924859,109844827.530475
10733,145000000,25819961,The Alamo,John Lee Hancock,Western|History|War,Imagine Entertainment|Touchstone Pictures,60,2004,167394582.972761,29807735.199779
80,2700000,15992615,Before Sunset,Richard Linklater,Drama|Romance,Castle Rock Entertainment|Detour Film Production|Warner Independent Pictures (WIP),418,2004,3117002.5794928,18462600.8177167
1970,10000000,183474602,The Grudge,Takashi Shimizu,Horror|Thriller|Mystery,Ghost House Pictures|Vertigo Entertainment|Senator International|Colombia Pictures|Fellah Pictures,462,2004,11544453.9981214,211811410.261264
9759,25000000,56422687,Cellular,David R. Ellis,Action|Adventure|Crime|Thriller,New Line Cinema,322,2004,28861134.9953037,65136911.4521907
14462,80000000,96105964,The Manchurian Candidate,Jonathan Demme,Drama|Thriller|Mystery,Paramount Pictures|Scott Rudin Productions|Clinica Estetico,181,2004,92355631.9849719,110949088.034311
4553,5000000,8203235,The Machinist,Brad Anderson,Thriller|Drama,Filmax Entertainment|Castelao Producciones|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)|ICF,621,2004,5772226.99906074,9470186.90932801
11249,12000000,24829644,Seed of Chucky,Don Mancini,Comedy|Drama|Horror,Rogue Pictures,140,2004,13853344.7977457,28664468.2947733
11045,25000000,36609966,Taxi,Tim Story,Thriller|Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Robert Simonds Productions|EuropaCorp,135,2004,28861134.9953037,42264206.8359791
8849,60000000,13395939,Alfie,Charles Shyer,Comedy,Paramount Pictures|Patalex Productions,140,2004,69266723.9887289,15464880.1547141
14247,0,0,Sniper 3,P.J. Pesce,Drama|Action|Thriller,Destination Films|Sandstorm Films,15,2004,0.0,0.0
4380,50000000,170128460,Shall We Dance?,Peter Chelsom,Drama|Romance|Comedy,Miramax Films,172,2004,57722269.9906074,196404018.024125
9541,35000000,36098382,Jersey Girl,Kevin Smith,Comedy|Romance,Miramax Films|Beverly Detroit|View Askew Productions|Close Call Films,176,2004,40405588.9934252,41673611.0405616
9890,90000000,102000000,The Stepford Wives,Frank Oz,Action|Comedy|Science Fiction,Paramount Pictures|De Line Pictures|DreamWorks Pictures,183,2004,103900085.983093,117753430.780839
14337,7000,424760,Primer,Shane Carruth,Science Fiction|Drama|Thriller,Thinkfilm,341,2004,8081.11779868504,490362.228024208
11633,10000000,1461989,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Shinji Aramaki,Animation|Action|Science Fiction,Toho Company|Tokyo Broadcasting System (TBS)|Appleseed Film Partners|Digital Frontier|Geneon Entertainment,77,2004,11544453.9981214,1687786.47562596
13700,110000000,103951461,Home on the Range,Will Finn|John Sanford,Western|Animation|Family|Comedy|Music,Walt Disney Pictures|Walt Disney Feature Animation,210,2004,126988993.979336,120006285.955201
2023,100000000,108103450,Hidalgo,Joe Johnston,Western|Adventure,Casey Silver Productions|Touchstone Pictures|Dune Films,177,2004,115444539.981214,124799530.556322
1599,22000000,0,I Heart Huckabees,David O. Russell,Comedy|Romance,Fox Searchlight Pictures|Scott Rudin Productions|Qwerty Films|N1 European Film Produktions GmbH & Co. KG|Kanzeon,125,2004,25397798.7958672,0.0
1777,6000000,119114517,Fahrenheit 9/11,Michael Moore,Documentary,BIM Distribuzione|Fellowship Adventure Group,198,2004,6926672.39887289,137511206.201495
13476,17000000,16980098,Win a Date with Tad Hamilton!,Robert Luketic,Comedy|Romance,DreamWorks SKG,78,2004,19625571.7968065,19602596.0244594
12153,37000000,113086475,White Chicks,Keenen Ivory Wayans,Comedy,Columbia Pictures|Revolution Studios|Wayans Bros. Entertainment|Gone North Productions,370,2004,42714479.7930495,130552160.844721
205,17500000,38000000,Hotel Rwanda,Terry George,Drama|History|War,Lions Gate Films|United Artists|Industrial Development Corporation of South Africa|Endgame Entertainment|Miracle Pictures,456,2004,20202794.4967126,43868925.1928616
10367,2800000,0,Wild Things 2,Jack Perez,Crime|Drama|Mystery,Mandalay Pictures|TriStar Pictures|Destination Films|Magic Hour Pictures,24,2004,3232447.11947401,0.0
11358,56000000,57223890,Walking Tall,Kevin Bray,Adventure|Drama|Action|Thriller,Metro-Goldwyn-Mayer (MGM)|Mandeville Films|WWE Studios|Hyde Park Entertainment|Burke/Samples/Foster Productions,236,2004,64648942.3894803,66061856.5698564
13572,50000000,25195000,Twisted,Philip Kaufman,Action|Adventure|Crime|Drama|Thriller,Paramount Pictures|Kopelson Entertainment|Harlequin Pictures|Intertainment AG|Blackout Productions Inc.,67,2004,57722269.9906074,29086251.848267
21385,0,0,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,Adventure|Animation|Comedy|Family,Walt Disney Pictures|DisneyToon Studios,98,2004,0.0,0.0
83,130000,54667954,Open Water,Chris Kentis,Drama|Thriller,Plunge Pictures LLC,171,2004,150077.901975579,63111168.0124421
2841,47000000,0,Un long dimanche de fianÃ§ailles,Jean-Pierre Jeunet,War|Drama|Mystery|Romance,2003 Productions|Warner Bros. France|TF1 Films Production|Tapioca Films,195,2004,54258933.7911709,0.0
3989,32000000,50907422,Team America: World Police,Trey Parker,Music|Adventure|Animation|Action|Comedy,Paramount Pictures|Scott Rudin Productions,391,2004,36942252.7939887,58769839.1441957
10891,5000000,0,Tremors 4: The Legend Begins,S. S. Wilson,Action|Comedy|Horror|Western,Stampede Entertainment,44,2004,5772226.99906074,0.0
13378,0,0,Mickey's Twice Upon a Christmas,Carole Holliday|Matthew O'Callaghan|Theresa Cullen,Animation|Family,Walt Disney Pictures|DisneyToon Studios,36,2004,0.0,0.0
11025,0,0,New York Minute,Dennie Gordon,Comedy,Warner Bros. Pictures|DiNovi Pictures|Dualstar Entertainment Group,97,2004,0.0,0.0
5552,24665810,0,Immortel (ad vitam),Enki Bilal,Drama|Action|Science Fiction,Sofica Valor 6|RF2K Productions|TF1 Films Production|Medusa Film|TPS Star,70,2004,28475330.8871404,0.0
9805,0,0,(T)Raumschiff Surprise - Periode 1,Michael Herbig,Comedy|Science Fiction,herbX film GmbH,80,2004,0.0,0.0
9675,16000000,109502303,Sideways,Alexander Payne,Comedy|Drama|Romance,Fox Searchlight Pictures|Michael London Productions|Sideways Productions Inc.,238,2004,18471126.3969943,126414429.967186
10762,19000000,69631118,Without a Paddle,Steven Brill,Action|Adventure|Comedy|Thriller,Paramount Pictures|De Line Pictures,109,2004,21934462.5964308,80385323.8588769
9384,60000000,170268750,Starsky & Hutch,Todd Phillips,Comedy|Crime,Weed Road Pictures|Warner Bros.|Dimension Films|Red Hour Films|AR-TL,368,2004,69266723.9887289,196565975.169264
16791,0,0,Five Children and It,John Stephenson,Adventure|Fantasy|Drama|Science Fiction|Family,Capitol Films|Endgame Entertainment|Sandfairy,35,2004,0.0,0.0
11132,15000000,29331068,Confessions of a Teenage Drama Queen,Sara Sugarman,Music|Comedy|Family|Romance,Walt Disney Pictures,134,2004,17316680.9971822,33861116.5241773
6947,60000000,256697520,The Village,M. Night Shyamalan,Drama|Mystery|Thriller,Scott Rudin Productions|Touchstone Pictures|Blinding Edge Pictures,514,2004,69266723.9887289,296343271.107187
2122,40000000,26155781,The Whole Ten Yards,Howard Deutch,Comedy|Thriller|Crime,Cheyenne Enterprises|Franchise Pictures|MHF Zweite Academy Film|Eclipse Catering|Nine Yards Two Productions,161,2004,46177815.9924859,30195421.053944
615,30000000,611899420,The Passion of the Christ,Mel Gibson,Drama,Icon Productions,457,2004,34633361.9943644,706404470.566721
11237,20000000,70992898,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,Adventure|Action|Horror|Science Fiction|Thriller,Screen Gems|Middle Fork Productions,109,2004,23088907.9962429,81957424.515433
1677,40000000,124731534,Ray,Taylor Hackford,Drama,Universal Pictures,246,2004,46177815.9924859,143995745.637812
10677,25000000,27685016,Dirty Dancing: Havana Nights,Guy Ferland,Drama|Romance,Miramax Films|Lions Gate Films|Artisan Entertainment|Lawrence Bender Productions|Havana Nights LLC,76,2004,28861134.9953037,31960839.3649257
2003,0,0,Anatomie de l'enfer,Catherine Breillat,Drama,Canal Plus|CB Films|Centre National de la CinÃ©matographie|Flach Films|TLA Releasing,16,2004,0.0,0.0
10740,20000000,0,Birth,Jonathan Glazer,Drama|Mystery|Thriller,Fine Line Features|New Line Cinema|Lou Yi Inc.|Academy Films|March Entertainment,84,2004,23088907.9962429,0.0
11823,31000000,41512007,Wimbledon,Richard Loncraine,Comedy|Romance,Universal Pictures,168,2004,35787807.3941766,47923345.5181197
11081,45000000,65470529,Taking Lives,D.J. Caruso,Action|Drama|Mystery|Thriller,Village Roadshow Pictures|Atmosphere Entertainment MM|Warner Bros.,181,2004,51950042.9915466,75582151.0273178
13505,0,0,The Perfect Score,Brian Robbins,Comedy|Crime,Paramount Pictures,78,2004,0.0,0.0
36763,0,0,Salem's Lot,Mikael Salomon,Horror|Drama|Mystery|Thriller,Warner Bros. Television,21,2004,0.0,0.0
9833,70000000,154648887,The Phantom of the Opera,Joel Schumacher,Thriller|Drama|Romance,Odyssey Entertainment|Warner Bros.|Scion Films|Really Useful Films,280,2004,80811177.9868504,178533696.183218
438,825000,0,Cube Zero,Ernie Barbarash,Mystery|Science Fiction|Thriller,Mad Circus Films|Lions Gate Entertainments|Mr. X,121,2004,952417.454845022,0.0
401,2500000,26781723,Garden State,Zach Braff,Comedy|Drama|Romance,Fox Searchlight Pictures|Double Feature Films|Jersey Films|Camelot Pictures|Large's Ark Productions,342,2004,2886113.49953037,30918036.9163932
8193,400000,46118097,Napoleon Dynamite,Jared Hess,Comedy,Access Films|Napoleon Pictures Limited|Carnival Films,290,2004,461778.159924859,53240824.9297404
13969,30000000,0,First Daughter,Forest Whitaker,Comedy|Drama|Family|Romance,Regency Enterprises|Epsilon Motion Pictures|Davis Entertainment|Spirit Dance Entertainment|New Regency Pictures,89,2004,34633361.9943644,0.0
11026,80000000,78000586,Exorcist: The Beginning,Renny Harlin,Horror|Mystery|Thriller,Morgan Creek Productions|Dominion Productions,79,2004,92355631.9849719,90047417.6903518
11208,30000000,13001257,Wicker Park,Paul McGuigan,Drama|Mystery|Romance|Thriller,Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM)|Mel's Cite du Cinema,83,2004,34633361.9943644,15009241.3354254
421,50000000,34808403,The Life Aquatic with Steve Zissou,Wes Anderson,Adventure|Comedy|Drama,Touchstone Pictures,433,2004,57722269.9906074,40184400.7181573
10204,110000000,72178895,Around the World in 80 Days,Frank Coraci,Action|Adventure|Comedy,Studio Babelsberg|Walden Media|Babelsberg Film|Mostow/Lieberman Productions|80 Days Productions,380,2004,126988993.979336,83326593.2962741
